amount,vpa_sender,vpa_receiver,timestamp,device_id,is_fraud
201676.9543,9413463227@paytm,user9652@paytm,5/9/2025 0:37,device_9413463227,1
145017.9746,9477340278@paytm,user2784@paytm,5/13/2025 3:46,device_9477340278,1
244906.5107,9438350529@paytm,user7890@paytm,5/15/2025 4:01,device_9438350529,1
1397.45494,user80@axl,user82@axl,5/9/2025 12:27,device_36,0
6130.866821,user72@ybl,user86@ybl,5/5/2025 14:28,device_12,0
9212.96826,user67@paytm,user60@paytm,5/11/2025 11:10,device_23,0
9501.344816,user30@axl,user78@axl,5/10/2025 11:42,device_46,0
17918.98902,user88@axl,user73@axl,5/12/2025 16:39,device_84,0
17871.53888,user49@ybl,user91@ybl,5/14/2025 14:11,device_72,0
15785.78301,user23@axl,user58@axl,5/14/2025 13:05,device_57,0
67903.13996,9450044435@axl,user7805@axl,5/1/2025 0:20,device_9450044435,1
13115.81852,user83@sbi,user94@sbi,5/2/2025 17:21,device_15,0
161265.6015,9442676719@sbi,user5524@sbi,5/14/2025 3:15,device_9442676719,1
160358.0127,9431334032@ybl,user4590@ybl,5/6/2025 3:21,device_9431334032,1
64251.34555,9451164396@okhdfcbank,user7420@okhdfcbank,5/4/2025 0:04,device_9451164396,1
187434.7385,9460185713@okhdfcbank,user4134@okhdfcbank,5/10/2025 2:23,device_9460185713,1
239327.7454,9465165087@sbi,user8607@sbi,5/13/2025 0:13,device_9465165087,1
218395.0051,9476405817@paytm,user3670@paytm,5/7/2025 5:28,device_9476405817,1
8376.159252,user2@paytm,user31@paytm,5/9/2025 14:46,device_56,0
8388.566473,user44@axl,user86@axl,5/10/2025 14:12,device_80,0
126115.1883,9434531117@ybl,user5914@ybl,5/12/2025 4:43,device_9434531117,1
224310.3713,9464827081@axl,user5659@axl,5/2/2025 2:58,device_9464827081,1
14235.62652,user70@sbi,user75@sbi,5/3/2025 9:00,device_50,0
8880.428637,user56@ybl,user98@ybl,5/10/2025 11:33,device_16,0
157546.5142,9485190680@axl,user5014@axl,5/7/2025 2:40,device_9485190680,1
6344.006913,user7@axl,user30@axl,5/9/2025 10:32,device_77,0
156253.601,9457937500@okhdfcbank,user2120@okhdfcbank,5/11/2025 2:45,device_9457937500,1
156681.475,9449076502@paytm,user2902@paytm,5/4/2025 5:10,device_9449076502,1
6355.071969,user18@ybl,user30@ybl,5/14/2025 11:16,device_90,0
51937.37655,9444968906@axl,user2881@axl,5/11/2025 2:52,device_9444968906,1
10562.63111,user16@sbi,user13@sbi,5/3/2025 14:43,device_36,0
207972.9242,9452229925@axl,user6696@axl,5/6/2025 5:06,device_9452229925,1
189572.8791,9443850844@okhdfcbank,user9587@okhdfcbank,5/11/2025 1:28,device_9443850844,1
19564.83907,user58@sbi,user62@sbi,5/3/2025 15:00,device_94,0
4837.10897,user23@ybl,user61@ybl,5/12/2025 14:03,device_7,0
242556.9616,9418762127@okhdfcbank,user6712@okhdfcbank,5/15/2025 1:24,device_9418762127,1
3425.040524,user45@okhdfcbank,user5@okhdfcbank,5/5/2025 12:05,device_3,0
6137.247206,user83@ybl,user99@ybl,5/10/2025 11:44,device_4,0
223891.8206,9492789618@ybl,user1156@ybl,5/14/2025 3:28,device_9492789618,1
8041.119252,user41@axl,user36@axl,5/9/2025 16:17,device_2,0
143666.0372,9469195534@axl,user8069@axl,5/5/2025 3:30,device_9469195534,1
236034.1931,9419144220@axl,user7318@axl,5/7/2025 0:55,device_9419144220,1
95537.32519,9495300212@ybl,user2061@ybl,5/1/2025 1:46,device_9495300212,1
5285.506502,user87@sbi,user97@sbi,5/10/2025 13:55,device_40,0
12708.46177,user56@okhdfcbank,user81@okhdfcbank,5/5/2025 16:42,device_3,0
1755.35869,user51@axl,user24@axl,5/11/2025 11:16,device_80,0
18921.35233,user93@paytm,user59@paytm,5/10/2025 17:31,device_42,0
12469.25307,user3@ybl,user16@ybl,5/14/2025 15:27,device_36,0
6380.421544,user37@sbi,user28@sbi,5/11/2025 10:38,device_50,0
18919.86292,user43@paytm,user74@paytm,5/3/2025 13:01,device_35,0
78832.01208,9458367273@okhdfcbank,user2315@okhdfcbank,5/3/2025 0:11,device_9458367273,1
18179.23318,user42@okhdfcbank,user78@okhdfcbank,5/5/2025 14:02,device_40,0
5265.349653,user86@axl,user26@axl,5/3/2025 10:08,device_34,0
191.5460276,user89@okhdfcbank,user95@okhdfcbank,5/9/2025 9:58,device_44,0
87827.82,9447434360@axl,user4303@axl,5/1/2025 2:11,device_9447434360,1
16774.51208,user30@axl,user22@axl,5/13/2025 13:47,device_75,0
6941.689444,user3@axl,user69@axl,5/14/2025 16:46,device_14,0
11451.26609,user78@okhdfcbank,user61@okhdfcbank,5/15/2025 17:58,device_80,0
15873.50789,user82@okhdfcbank,user50@okhdfcbank,5/14/2025 11:46,device_78,0
200153.9298,9463005353@okhdfcbank,user2504@okhdfcbank,5/1/2025 2:30,device_9463005353,1
18170.31217,user12@paytm,user57@paytm,5/13/2025 9:23,device_29,0
153426.3784,9489064353@sbi,user5647@sbi,5/5/2025 5:11,device_9489064353,1
12143.88302,user37@okhdfcbank,user10@okhdfcbank,5/6/2025 9:49,device_20,0
18332.83051,user86@paytm,user49@paytm,5/8/2025 17:54,device_78,0
1840.985124,user57@ybl,user43@ybl,5/12/2025 12:17,device_83,0
108503.2851,9462966770@okhdfcbank,user2874@okhdfcbank,5/2/2025 4:50,device_9462966770,1
179138.1337,9448825889@sbi,user2656@sbi,5/3/2025 4:28,device_9448825889,1
2222.389077,user98@okhdfcbank,user34@okhdfcbank,5/4/2025 17:00,device_81,0
12966.99472,user85@okhdfcbank,user21@okhdfcbank,5/14/2025 9:13,device_34,0
1669.657678,user70@axl,user57@axl,5/4/2025 10:24,device_61,0
4214.536908,user84@okhdfcbank,user71@okhdfcbank,5/12/2025 11:29,device_29,0
17914.8608,user9@axl,user42@axl,5/9/2025 15:45,device_63,0
85305.6064,9461195209@okhdfcbank,user7402@okhdfcbank,5/1/2025 1:40,device_9461195209,1
12098.23554,user43@paytm,user88@paytm,5/13/2025 11:28,device_88,0
14628.76138,user78@okhdfcbank,user60@okhdfcbank,5/6/2025 13:35,device_15,0
62441.01831,9469977558@paytm,user8060@paytm,5/5/2025 3:15,device_9469977558,1
184860.7613,9422670380@okhdfcbank,user9325@okhdfcbank,5/14/2025 1:29,device_9422670380,1
19164.88694,user91@sbi,user14@sbi,5/12/2025 14:59,device_79,0
17398.60044,user17@sbi,user24@sbi,5/11/2025 17:28,device_27,0
189471.6134,9467441284@sbi,user6831@sbi,5/11/2025 5:38,device_9467441284,1
96529.10771,9453570727@axl,user1419@axl,5/13/2025 3:51,device_9453570727,1
2930.152551,user4@okhdfcbank,user66@okhdfcbank,5/6/2025 10:31,device_33,0
128646.1396,9444675447@okhdfcbank,user4158@okhdfcbank,5/10/2025 1:28,device_9444675447,1
12254.60697,user88@okhdfcbank,user4@okhdfcbank,5/15/2025 15:43,device_67,0
18070.25867,user60@sbi,user11@sbi,5/2/2025 12:31,device_20,0
70438.72394,9439221379@axl,user3844@axl,5/15/2025 0:38,device_9439221379,1
19876.85508,user82@ybl,user27@ybl,5/11/2025 10:19,device_48,0
12428.95227,user3@ybl,user92@ybl,5/9/2025 15:56,device_23,0
12717.98942,user85@sbi,user23@sbi,5/5/2025 10:11,device_65,0
123010.2555,9489641573@ybl,user1473@ybl,5/9/2025 5:55,device_9489641573,1
249445.4409,9462768549@paytm,user3126@paytm,5/15/2025 3:08,device_9462768549,1
4778.720598,user11@paytm,user80@paytm,5/8/2025 15:55,device_97,0
11262.34909,user60@sbi,user81@sbi,5/8/2025 11:58,device_68,0
17796.37658,user27@ybl,user85@ybl,5/6/2025 13:14,device_48,0
8916.940396,user28@okhdfcbank,user77@okhdfcbank,5/12/2025 15:46,device_18,0
214307.1156,9471394947@ybl,user4872@ybl,5/5/2025 5:34,device_9471394947,1
52113.37441,9488077129@okhdfcbank,user9501@okhdfcbank,5/9/2025 3:10,device_9488077129,1
207939.8861,9434542035@paytm,user7018@paytm,5/6/2025 0:30,device_9434542035,1
6068.572756,user22@paytm,user27@paytm,5/9/2025 15:39,device_87,0
227217.2218,9452211548@sbi,user8910@sbi,5/4/2025 3:46,device_9452211548,1
19237.71742,user79@ybl,user95@ybl,5/10/2025 12:36,device_92,0
66314.98512,9496972025@axl,user7899@axl,5/14/2025 1:09,device_9496972025,1
11761.04208,user27@ybl,user91@ybl,5/4/2025 14:59,device_15,0
199502.5941,9459231332@axl,user2079@axl,5/14/2025 3:32,device_9459231332,1
9361.792139,user61@sbi,user36@sbi,5/7/2025 14:11,device_35,0
237547.494,9459886009@ybl,user9454@ybl,5/5/2025 1:31,device_9459886009,1
19068.13906,user42@paytm,user72@paytm,5/7/2025 11:30,device_53,0
10388.60706,user14@okhdfcbank,user98@okhdfcbank,5/11/2025 17:27,device_48,0
10115.9374,user99@ybl,user61@ybl,5/9/2025 11:17,device_24,0
87986.94873,9461481959@axl,user3892@axl,5/12/2025 3:29,device_9461481959,1
244303.2714,9437275395@ybl,user5729@ybl,5/6/2025 0:04,device_9437275395,1
160891.0456,9469875398@sbi,user2925@sbi,5/12/2025 4:53,device_9469875398,1
169622.5259,9464134634@axl,user1687@axl,5/12/2025 4:31,device_9464134634,1
14726.77479,user93@okhdfcbank,user77@okhdfcbank,5/2/2025 14:43,device_99,0
103846.6357,9423374288@okhdfcbank,user8450@okhdfcbank,5/11/2025 5:41,device_9423374288,1
187968.2567,9495747671@ybl,user1518@ybl,5/8/2025 0:31,device_9495747671,1
9673.887636,user75@ybl,user17@ybl,5/15/2025 16:58,device_54,0
2393.498432,user9@paytm,user26@paytm,5/11/2025 12:36,device_27,0
18433.36687,user61@ybl,user44@ybl,5/9/2025 10:35,device_23,0
8482.685031,user22@ybl,user14@ybl,5/4/2025 10:34,device_78,0
88408.39871,9472678143@paytm,user4177@paytm,5/12/2025 4:05,device_9472678143,1
1155.730142,user78@paytm,user1@paytm,5/13/2025 9:45,device_91,0
1274.0342,user43@axl,user9@axl,5/14/2025 15:09,device_61,0
11120.50853,user32@ybl,user10@ybl,5/13/2025 17:18,device_64,0
10971.33159,user42@paytm,user65@paytm,5/4/2025 17:42,device_98,0
236203.8552,9484846590@paytm,user1641@paytm,5/2/2025 3:36,device_9484846590,1
18750.75317,user25@axl,user17@axl,5/9/2025 11:03,device_47,0
165645.9572,9495508592@axl,user6733@axl,5/7/2025 2:04,device_9495508592,1
8364.768674,user11@sbi,user67@sbi,5/15/2025 12:44,device_98,0
6217.341583,user56@ybl,user84@ybl,5/1/2025 17:52,device_88,0
93138.27359,9443661112@sbi,user1054@sbi,5/1/2025 4:15,device_9443661112,1
9100.657176,user11@okhdfcbank,user15@okhdfcbank,5/7/2025 13:38,device_90,0
226409.6372,9481801353@axl,user5040@axl,5/13/2025 1:47,device_9481801353,1
85217.85759,9422258491@okhdfcbank,user8963@okhdfcbank,5/4/2025 1:07,device_9422258491,1
15812.54147,user22@ybl,user74@ybl,5/3/2025 10:26,device_49,0
16428.88964,user97@sbi,user21@sbi,5/1/2025 15:15,device_99,0
17795.92997,user83@axl,user78@axl,5/8/2025 10:44,device_66,0
18811.63861,user40@paytm,user27@paytm,5/6/2025 13:34,device_58,0
5904.222436,user22@axl,user27@axl,5/4/2025 9:52,device_63,0
4872.18926,user5@sbi,user98@sbi,5/12/2025 14:16,device_25,0
2195.538317,user7@okhdfcbank,user97@okhdfcbank,5/8/2025 17:56,device_89,0
10739.262,user4@axl,user36@axl,5/8/2025 9:37,device_31,0
5550.668056,user98@sbi,user64@sbi,5/14/2025 16:13,device_38,0
247944.6265,9459809097@paytm,user7251@paytm,5/9/2025 2:47,device_9459809097,1
10972.03231,user72@okhdfcbank,user43@okhdfcbank,5/2/2025 11:47,device_35,0
67048.05956,9428332485@sbi,user6439@sbi,5/9/2025 3:56,device_9428332485,1
2703.346383,user73@axl,user71@axl,5/14/2025 13:57,device_39,0
16219.31242,user44@ybl,user54@ybl,5/6/2025 10:47,device_71,0
437.4049277,user1@okhdfcbank,user63@okhdfcbank,5/3/2025 13:22,device_76,0
130641.5512,9493379811@okhdfcbank,user7524@okhdfcbank,5/8/2025 3:39,device_9493379811,1
93100.15177,9426037706@ybl,user8117@ybl,5/13/2025 3:32,device_9426037706,1
187182.2542,9428904815@okhdfcbank,user4471@okhdfcbank,5/11/2025 5:59,device_9428904815,1
795.4088363,user44@ybl,user41@ybl,5/9/2025 11:11,device_54,0
135842.1559,9420817558@sbi,user2982@sbi,5/2/2025 0:59,device_9420817558,1
9435.825806,user40@sbi,user80@sbi,5/3/2025 9:02,device_76,0
10260.14293,user89@axl,user95@axl,5/1/2025 10:56,device_74,0
8663.076061,user19@ybl,user1@ybl,5/1/2025 9:42,device_88,0
233055.5958,9420230661@sbi,user6293@sbi,5/7/2025 3:08,device_9420230661,1
137888.4563,9429850431@ybl,user6492@ybl,5/11/2025 1:19,device_9429850431,1
12175.47591,user87@axl,user63@axl,5/13/2025 14:46,device_31,0
1882.569112,user9@sbi,user27@sbi,5/6/2025 9:18,device_49,0
121867.0399,9462656610@sbi,user1293@sbi,5/13/2025 1:50,device_9462656610,1
11324.52069,user14@axl,user15@axl,5/8/2025 17:55,device_39,0
14957.70082,user85@axl,user2@axl,5/13/2025 13:42,device_54,0
99523.47981,9441035322@ybl,user8734@ybl,5/5/2025 1:28,device_9441035322,1
245048.9071,9497289289@ybl,user4201@ybl,5/6/2025 5:21,device_9497289289,1
12516.52531,user48@sbi,user79@sbi,5/5/2025 12:23,device_11,0
221313.6393,9484263921@axl,user6648@axl,5/11/2025 4:23,device_9484263921,1
158065.3734,9439929201@okhdfcbank,user9152@okhdfcbank,5/15/2025 4:08,device_9439929201,1
5703.336965,user55@sbi,user13@sbi,5/5/2025 11:40,device_39,0
9227.322126,user6@paytm,user19@paytm,5/14/2025 16:08,device_86,0
96637.51088,9462327105@axl,user2564@axl,5/11/2025 2:34,device_9462327105,1
5597.754483,user34@okhdfcbank,user51@okhdfcbank,5/14/2025 15:42,device_44,0
7945.83567,user77@sbi,user7@sbi,5/8/2025 9:44,device_3,0
123740.5848,9483006026@axl,user5366@axl,5/8/2025 2:56,device_9483006026,1
119405.6051,9443595842@ybl,user9928@ybl,5/2/2025 0:27,device_9443595842,1
12400.13601,user79@axl,user95@axl,5/8/2025 15:18,device_88,0
139588.4023,9431699051@paytm,user9029@paytm,5/4/2025 5:27,device_9431699051,1
226673.6596,9430103470@ybl,user2718@ybl,5/9/2025 0:57,device_9430103470,1
242562.0714,9487337555@paytm,user2531@paytm,5/12/2025 0:58,device_9487337555,1
215183.5415,9461590272@paytm,user1922@paytm,5/14/2025 4:57,device_9461590272,1
11307.2551,user90@sbi,user19@sbi,5/8/2025 11:03,device_59,0
114567.5555,9459127048@paytm,user6578@paytm,5/14/2025 4:36,device_9459127048,1
14978.88995,user89@paytm,user13@paytm,5/11/2025 17:09,device_51,0
76237.02078,9425316611@axl,user1136@axl,5/15/2025 3:36,device_9425316611,1
7255.241173,user87@axl,user66@axl,5/5/2025 10:39,device_80,0
5098.481463,user53@sbi,user95@sbi,5/1/2025 16:53,device_44,0
19254.80034,user82@paytm,user79@paytm,5/13/2025 10:55,device_25,0
10797.03017,user15@paytm,user32@paytm,5/6/2025 16:26,device_20,0
3826.734458,user57@paytm,user96@paytm,5/10/2025 17:56,device_38,0
123689.784,9490975216@sbi,user2873@sbi,5/9/2025 5:36,device_9490975216,1
4302.093352,user47@okhdfcbank,user97@okhdfcbank,5/3/2025 17:22,device_5,0
18951.83842,user61@axl,user34@axl,5/12/2025 10:05,device_17,0
16989.45592,user59@axl,user25@axl,5/6/2025 12:31,device_77,0
141065.75,9420293122@okhdfcbank,user5760@okhdfcbank,5/4/2025 0:49,device_9420293122,1
18788.24326,user87@paytm,user18@paytm,5/4/2025 9:44,device_87,0
55362.75956,9491316831@sbi,user5263@sbi,5/11/2025 1:40,device_9491316831,1
95738.88188,9417611432@axl,user2772@axl,5/6/2025 0:16,device_9417611432,1
11859.29731,user8@paytm,user14@paytm,5/1/2025 16:31,device_24,0
240154.5415,9457406955@okhdfcbank,user8122@okhdfcbank,5/9/2025 0:29,device_9457406955,1
152955.2844,9479876540@sbi,user1003@sbi,5/2/2025 0:00,device_9479876540,1
13888.74365,user59@paytm,user67@paytm,5/5/2025 11:40,device_8,0
195526.2275,9414590723@ybl,user9521@ybl,5/1/2025 1:11,device_9414590723,1
18939.51023,user27@okhdfcbank,user3@okhdfcbank,5/3/2025 13:58,device_57,0
6522.206158,user95@axl,user38@axl,5/3/2025 15:20,device_28,0
13560.16911,user54@paytm,user49@paytm,5/11/2025 11:51,device_91,0
77606.18304,9436939164@ybl,user4486@ybl,5/13/2025 0:55,device_9436939164,1
5554.380011,user66@sbi,user18@sbi,5/6/2025 12:33,device_27,0
104804.1435,9497414883@ybl,user3677@ybl,5/3/2025 0:32,device_9497414883,1
7032.173715,user66@sbi,user98@sbi,5/11/2025 9:51,device_88,0
2790.940051,user16@okhdfcbank,user84@okhdfcbank,5/12/2025 15:43,device_89,0
220367.3618,9489446074@paytm,user3562@paytm,5/14/2025 4:18,device_9489446074,1
18391.22814,user12@okhdfcbank,user19@okhdfcbank,5/13/2025 16:31,device_47,0
7162.593507,user79@paytm,user92@paytm,5/12/2025 15:40,device_85,0
51186.69935,9421709705@axl,user6182@axl,5/3/2025 0:35,device_9421709705,1
8016.099099,user96@ybl,user9@ybl,5/10/2025 9:34,device_40,0
2642.790453,user52@axl,user30@axl,5/7/2025 9:33,device_13,0
103599.4534,9430549731@ybl,user8281@ybl,5/13/2025 0:28,device_9430549731,1
11145.75833,user94@ybl,user52@ybl,5/12/2025 16:03,device_55,0
2507.053125,user31@paytm,user83@paytm,5/2/2025 17:33,device_83,0
227802.438,9455052863@axl,user5911@axl,5/14/2025 1:42,device_9455052863,1
113110.6949,9474170362@ybl,user9809@ybl,5/8/2025 3:23,device_9474170362,1
11670.28078,user52@ybl,user19@ybl,5/7/2025 14:28,device_35,0
9350.617041,user15@paytm,user77@paytm,5/1/2025 17:19,device_8,0
189731.396,9431821255@okhdfcbank,user5090@okhdfcbank,5/6/2025 2:38,device_9431821255,1
3953.736756,user26@okhdfcbank,user6@okhdfcbank,5/14/2025 17:17,device_38,0
5670.496701,user51@paytm,user50@paytm,5/15/2025 15:33,device_47,0
9276.454151,user18@sbi,user90@sbi,5/9/2025 14:33,device_97,0
116957.8084,9438075910@axl,user4174@axl,5/6/2025 5:51,device_9438075910,1
4208.673443,user89@ybl,user91@ybl,5/14/2025 15:50,device_94,0
9111.273314,user82@paytm,user70@paytm,5/4/2025 11:00,device_87,0
80249.36575,9497384488@axl,user1597@axl,5/9/2025 3:41,device_9497384488,1
18403.57141,user92@axl,user48@axl,5/5/2025 11:36,device_87,0
5779.242386,user91@ybl,user15@ybl,5/3/2025 17:06,device_76,0
4230.624634,user87@sbi,user62@sbi,5/9/2025 12:37,device_20,0
12860.40026,user67@ybl,user79@ybl,5/2/2025 15:04,device_74,0
1097.640068,user60@paytm,user96@paytm,5/4/2025 16:38,device_74,0
50874.79646,9486282560@ybl,user5091@ybl,5/8/2025 2:26,device_9486282560,1
202850.3196,9414070081@axl,user4064@axl,5/3/2025 0:27,device_9414070081,1
5192.969032,user60@paytm,user30@paytm,5/1/2025 9:31,device_66,0
190069.5778,9469206882@ybl,user9624@ybl,5/15/2025 4:13,device_9469206882,1
1110.594421,user22@paytm,user31@paytm,5/7/2025 10:37,device_99,0
9773.271939,user75@sbi,user68@sbi,5/14/2025 14:03,device_26,0
185945.1592,9436816706@axl,user1537@axl,5/9/2025 0:31,device_9436816706,1
6964.555685,user32@paytm,user12@paytm,5/10/2025 11:04,device_52,0
60826.88168,9451792871@ybl,user8312@ybl,5/5/2025 5:59,device_9451792871,1
197755.1762,9411136045@paytm,user7750@paytm,5/2/2025 4:23,device_9411136045,1
218404.615,9494890726@sbi,user7966@sbi,5/15/2025 3:29,device_9494890726,1
79934.69292,9492793055@okhdfcbank,user1061@okhdfcbank,5/15/2025 5:32,device_9492793055,1
11150.44193,user4@paytm,user94@paytm,5/14/2025 10:36,device_67,0
13697.09113,user94@sbi,user59@sbi,5/15/2025 15:54,device_8,0
5029.833714,user51@ybl,user27@ybl,5/3/2025 9:37,device_7,0
8479.594173,user9@paytm,user32@paytm,5/12/2025 16:02,device_67,0
15206.99825,user47@okhdfcbank,user5@okhdfcbank,5/10/2025 17:05,device_61,0
10858.71599,user55@okhdfcbank,user75@okhdfcbank,5/10/2025 9:18,device_9,0
128505.2397,9416277609@okhdfcbank,user4765@okhdfcbank,5/4/2025 4:55,device_9416277609,1
1056.654939,user51@paytm,user8@paytm,5/4/2025 16:06,device_56,0
17030.90763,user67@ybl,user65@ybl,5/15/2025 10:20,device_13,0
8631.756246,user93@paytm,user83@paytm,5/6/2025 11:28,device_20,0
60397.8704,9414975467@okhdfcbank,user6021@okhdfcbank,5/10/2025 4:39,device_9414975467,1
140983.3384,9463106576@paytm,user2098@paytm,5/11/2025 0:11,device_9463106576,1
124821.027,9452624907@ybl,user8278@ybl,5/9/2025 3:03,device_9452624907,1
13146.83274,user77@ybl,user94@ybl,5/13/2025 16:45,device_59,0
6007.705828,user96@ybl,user90@ybl,5/5/2025 16:13,device_67,0
67942.27521,9499725565@okhdfcbank,user1749@okhdfcbank,5/4/2025 3:32,device_9499725565,1
4705.924895,user73@sbi,user29@sbi,5/6/2025 17:10,device_43,0
180713.0305,9440265838@paytm,user7345@paytm,5/6/2025 2:07,device_9440265838,1
204655.2445,9481535583@sbi,user3737@sbi,5/14/2025 3:38,device_9481535583,1
149912.4622,9432274724@paytm,user8408@paytm,5/11/2025 3:49,device_9432274724,1
1942.435642,user49@sbi,user16@sbi,5/15/2025 17:47,device_2,0
5133.489462,user24@paytm,user74@paytm,5/13/2025 13:05,device_14,0
7970.201771,user32@axl,user22@axl,5/2/2025 11:16,device_97,0
84881.85342,9456926657@okhdfcbank,user6650@okhdfcbank,5/8/2025 2:32,device_9456926657,1
16621.84621,user81@axl,user25@axl,5/5/2025 13:24,device_33,0
6978.340677,user9@axl,user50@axl,5/5/2025 10:52,device_1,0
13413.07367,user34@paytm,user40@paytm,5/5/2025 12:55,device_69,0
2632.916812,user42@paytm,user3@paytm,5/12/2025 9:44,device_30,0
72858.93623,9427765868@axl,user3560@axl,5/9/2025 2:43,device_9427765868,1
90013.34752,9470197367@axl,user8687@axl,5/6/2025 1:19,device_9470197367,1
12033.16314,user5@sbi,user63@sbi,5/5/2025 10:54,device_4,0
14836.28431,user27@paytm,user93@paytm,5/12/2025 15:49,device_7,0
12359.08599,user67@sbi,user52@sbi,5/14/2025 11:52,device_22,0
17303.83366,user47@paytm,user90@paytm,5/3/2025 10:21,device_27,0
16745.21358,user1@ybl,user21@ybl,5/3/2025 17:55,device_75,0
15143.89072,user24@axl,user29@axl,5/6/2025 9:59,device_8,0
258.784953,user67@okhdfcbank,user29@okhdfcbank,5/12/2025 13:29,device_25,0
5772.654276,user64@paytm,user51@paytm,5/14/2025 13:11,device_73,0
67028.72731,9447565200@axl,user2777@axl,5/7/2025 0:55,device_9447565200,1
5748.471347,user20@okhdfcbank,user8@okhdfcbank,5/7/2025 16:43,device_33,0
244705.3104,9414902021@axl,user7606@axl,5/4/2025 4:57,device_9414902021,1
78457.24372,9481976937@axl,user1868@axl,5/7/2025 5:20,device_9481976937,1
187246.656,9439947411@ybl,user6891@ybl,5/9/2025 0:55,device_9439947411,1
18642.1511,user38@axl,user5@axl,5/14/2025 9:15,device_7,0
225981.0867,9446063080@sbi,user9614@sbi,5/15/2025 5:00,device_9446063080,1
19423.87913,user84@okhdfcbank,user7@okhdfcbank,5/11/2025 10:51,device_21,0
946.6966285,user11@okhdfcbank,user38@okhdfcbank,5/1/2025 11:26,device_34,0
13683.37528,user23@okhdfcbank,user18@okhdfcbank,5/11/2025 11:29,device_74,0
1389.325792,user53@axl,user42@axl,5/8/2025 9:23,device_53,0
212825.1371,9438735942@okhdfcbank,user6059@okhdfcbank,5/3/2025 3:18,device_9438735942,1
85956.7662,9483395204@paytm,user9029@paytm,5/12/2025 1:06,device_9483395204,1
3567.245474,user78@sbi,user89@sbi,5/2/2025 16:43,device_12,0
52366.56718,9419276283@sbi,user1088@sbi,5/11/2025 5:06,device_9419276283,1
173832.0049,9465074476@paytm,user5652@paytm,5/5/2025 5:23,device_9465074476,1
135224.2476,9466620918@sbi,user1464@sbi,5/1/2025 5:42,device_9466620918,1
1921.446842,user99@axl,user26@axl,5/9/2025 17:37,device_13,0
14747.76697,user74@ybl,user28@ybl,5/8/2025 17:57,device_61,0
10571.55267,user76@axl,user40@axl,5/7/2025 13:47,device_50,0
246052.2416,9417249127@ybl,user2460@ybl,5/9/2025 1:13,device_9417249127,1
4024.319777,user1@ybl,user63@ybl,5/12/2025 9:02,device_47,0
6369.961886,user42@ybl,user53@ybl,5/9/2025 12:40,device_56,0
187681.0037,9487678179@sbi,user1006@sbi,5/12/2025 1:55,device_9487678179,1
159060.6405,9449028051@paytm,user4859@paytm,5/7/2025 2:42,device_9449028051,1
4373.196697,user39@okhdfcbank,user62@okhdfcbank,5/8/2025 13:09,device_48,0
149681.5085,9412628465@paytm,user5941@paytm,5/1/2025 3:24,device_9412628465,1
18541.23878,user22@paytm,user94@paytm,5/12/2025 17:10,device_8,0
2058.754393,user99@paytm,user11@paytm,5/14/2025 11:49,device_10,0
18566.28823,user60@ybl,user27@ybl,5/12/2025 17:24,device_43,0
8674.663609,user99@paytm,user91@paytm,5/3/2025 16:04,device_76,0
206924.6568,9496550043@okhdfcbank,user7417@okhdfcbank,5/6/2025 0:21,device_9496550043,1
70480.12319,9454969780@sbi,user8814@sbi,5/5/2025 0:19,device_9454969780,1
9568.355816,user78@paytm,user68@paytm,5/3/2025 11:23,device_26,0
14499.07221,user77@ybl,user21@ybl,5/9/2025 10:26,device_55,0
208281.9501,9466998429@okhdfcbank,user1692@okhdfcbank,5/4/2025 3:29,device_9466998429,1
13932.32521,user9@okhdfcbank,user40@okhdfcbank,5/6/2025 11:41,device_86,0
5506.455159,user32@okhdfcbank,user54@okhdfcbank,5/12/2025 15:32,device_25,0
162326.5067,9417356089@ybl,user9906@ybl,5/14/2025 4:17,device_9417356089,1
7145.806304,user78@ybl,user90@ybl,5/5/2025 9:14,device_57,0
13806.99279,user80@ybl,user54@ybl,5/2/2025 16:07,device_2,0
17381.70194,user44@ybl,user30@ybl,5/8/2025 13:12,device_8,0
126803.0059,9479096314@ybl,user2021@ybl,5/3/2025 1:00,device_9479096314,1
11007.03212,user83@paytm,user74@paytm,5/13/2025 11:17,device_68,0
227664.3853,9424442561@ybl,user2040@ybl,5/4/2025 4:21,device_9424442561,1
112871.1962,9471071026@axl,user8574@axl,5/5/2025 3:29,device_9471071026,1
179433.5544,9480597135@sbi,user6280@sbi,5/15/2025 0:40,device_9480597135,1
11134.191,user57@sbi,user3@sbi,5/1/2025 10:54,device_22,0
7350.725842,user70@ybl,user31@ybl,5/2/2025 9:08,device_25,0
150146.9812,9425961301@okhdfcbank,user2935@okhdfcbank,5/7/2025 2:35,device_9425961301,1
8247.978674,user8@axl,user14@axl,5/4/2025 17:19,device_62,0
52202.67167,9427636027@ybl,user2667@ybl,5/8/2025 1:23,device_9427636027,1
106320.7498,9472513748@paytm,user1318@paytm,5/5/2025 4:08,device_9472513748,1
72660.70095,9450249665@ybl,user4802@ybl,5/5/2025 5:40,device_9450249665,1
180637.4378,9499304706@axl,user6121@axl,5/2/2025 2:28,device_9499304706,1
223632.1608,9425590661@okhdfcbank,user2704@okhdfcbank,5/11/2025 3:32,device_9425590661,1
16646.65772,user63@paytm,user18@paytm,5/7/2025 16:22,device_61,0
